23-03-2017,58280,59650,57716.25,59487.95,59068.76,4157,2570,245548849,717,17.25,1933.75,1207.95
29-03-2017,58500,59950,57800.05,59601.3,58899.99,2153,1422,126811688,424,19.69,2149.95,1101.3
30-03-2017,59001,60197.7,59001,59744.85,59694.19,1566,1152,93481096,291,18.58,1196.7,743.85
27-03-2017,59250,60140,59135.9,59904.9,59779.8,2282,1500,136417509,354,15.51,1004.1,654.9
12-04-2017,61962,62248,60100,60540.45,60870.62,3575,1169,217612472,2336,65.34,2148,-1421.55
13-04-2017,60540.45,61200,60501,60613.8,60853.34,723,612,43996964,166,22.96,699,73.35
31-03-2017,59698.95,61100,59666.35,60723.85,60284.16,2704,1795,163008369,549,20.3,1433.65,1024.9
10-04-2017,61111,61387.25,60600,60766.15,61025.46,770,604,46989604,117,15.19,787.25,-344.85
03-04-2017,61000,61390,60456,60877.95,60983.32,1589,1202,96902498,297,18.69,934,-122.05
05-04-2017,60869.8,61300,60570,61004.25,61003.17,1024,773,62467242,231,22.56,730,134.45
07-04-2017,60899,61810,60675,61010.05,61310.39,1329,1018,81481512,253,19.04,1135,111.05
06-04-2017,60456,61427.85,60206.3,61102.65,60859.02,1506,1125,91653690,239,15.87,1221.55,646.65
17-04-2017,60613.8,62093.45,60342,61902.55,61495.3,1393,974,85662957,249,17.88,1751.45,1288.75
11-04-2017,60805,62182.25,60805,62057.45,61736.02,1527,1109,94270904,346,22.66,1377.25,1252.45
18-04-2017,61997.85,63099.95,61634.9,62662.2,62524.48,2535,1718,158499555,779,30.73,1465.05,664.35
19-04-2017,62288.65,63350,62190,63181.9,62926.96,1170,870,73624548,167,14.27,1160,893.25
